"ID","ID_Location","Outer_Fold","Inner_Fold"
1,1,9,2
2,1,9,2
3,1,9,2
4,2,4,4
5,2,4,4
6,2,4,4
7,3,5,7
8,3,5,7
9,3,5,7
10,4,8,1
11,4,8,1
12,4,8,1
13,5,9,10
14,5,9,10
15,5,9,10
16,6,4,2
17,6,4,2
18,6,4,2
19,7,1,6
20,7,1,6
21,7,1,6
25,9,10,3
26,9,10,3
27,9,10,3
28,10,1,10
29,10,1,10
30,10,1,10
31,11,6,6
32,11,6,6
33,11,6,6
34,12,7,1
35,12,7,1
36,12,7,1
40,14,7,8
41,14,7,8
42,14,7,8
43,15,6,5
44,15,6,5
45,15,6,5
46,16,7,2
47,16,7,2
48,16,7,2
49,17,10,6
50,17,10,6
51,17,10,6
52,18,9,9
53,18,9,9
54,18,9,9
55,19,4,2
56,19,4,2
57,19,4,2
58,20,1,2
59,20,1,2
60,20,1,2
61,21,4,5
62,21,4,5
63,21,4,5
64,22,8,3
65,22,8,3
66,22,8,3
67,23,1,9
68,23,1,9
69,23,1,9
76,26,7,5
77,26,7,5
78,26,7,5
79,27,6,6
80,27,6,6
81,27,6,6
85,29,2,3
86,29,2,3
87,29,2,3
88,30,4,10
89,30,4,10
90,30,4,10
91,31,9,7
92,31,9,7
93,31,9,7
94,32,7,9
95,32,7,9
96,32,7,9
97,33,5,1
98,33,5,1
99,33,5,1
100,34,9,2
101,34,9,2
102,34,9,2
103,35,4,8
104,35,4,8
105,35,4,8
109,37,5,10
110,37,5,10
111,37,5,10
112,38,8,5
113,38,8,5
114,38,8,5
118,40,5,1
119,40,5,1
120,40,5,1
123,42,6,6
124,42,6,6
125,42,6,6
126,43,4,7
127,43,4,7
128,43,4,7
129,44,6,5
130,44,6,5
131,44,6,5
132,45,7,3
133,45,7,3
134,45,7,3
135,46,4,9
136,46,4,9
137,46,4,9
138,47,1,8
139,47,1,8
140,47,1,8
141,48,9,8
142,48,9,8
143,48,9,8
144,49,2,5
145,49,2,5
146,49,2,5
147,50,6,8
148,50,6,8
149,50,6,8
153,52,1,10
154,52,1,10
155,52,1,10
156,53,10,9
157,53,10,9
158,53,10,9
159,54,7,4
160,54,7,4
161,54,7,4
162,55,10,3
163,55,10,3
164,55,10,3
165,56,5,1
166,56,5,1
167,56,5,1
168,57,8,6
169,57,8,6
170,57,8,6
171,58,1,5
172,58,1,5
173,59,7,10
174,59,7,10
175,59,7,10
176,60,1,3
177,60,1,3
178,60,1,3
179,61,5,1
180,61,5,1
181,61,5,1
182,62,4,1
183,62,4,1
184,62,4,1
185,63,10,7
186,63,10,7
187,63,10,7
188,64,6,8
189,64,6,8
190,64,6,8
191,65,6,3
192,65,6,3
193,65,6,3
194,66,4,7
195,66,4,7
196,66,4,7
197,67,6,10
198,67,6,10
199,68,10,10
200,68,10,10
201,68,10,10
202,69,6,10
203,69,6,10
204,69,6,10
205,70,4,5
206,70,4,5
207,70,4,5
208,71,9,6
209,71,9,6
210,72,9,6
211,72,9,6
212,72,9,6
213,73,9,4
214,73,9,4
215,73,9,4
216,74,10,5
217,74,10,5
218,74,10,5
219,75,7,1
220,75,7,1
221,76,4,4
222,76,4,4
223,76,4,4
227,78,5,7
228,78,5,7
229,78,5,7
230,79,7,8
231,79,7,8
232,80,8,8
233,80,8,8
234,80,8,8
235,81,2,5
236,81,2,5
237,81,2,5
238,82,2,4
239,82,2,4
240,82,2,4
241,83,9,4
242,83,9,4
243,83,9,4
244,84,10,9
245,84,10,9
246,84,10,9
247,85,5,10
248,85,5,10
249,85,5,10
250,86,5,8
251,86,5,8
252,86,5,8
253,87,8,4
254,87,8,4
255,87,8,4
256,88,2,8
257,88,2,8
258,88,2,8
259,89,10,2
260,89,10,2
261,89,10,2
262,90,10,2
263,90,10,2
264,90,10,2
265,91,1,7
266,91,1,7
267,92,1,2
268,92,1,2
269,93,10,2
270,93,10,2
271,93,10,2
272,94,8,9
273,94,8,9
274,94,8,9
275,95,4,4
276,95,4,4
277,95,4,4
278,96,2,3
279,96,2,3
280,96,2,3
281,97,7,2
282,97,7,2
283,97,7,2
284,98,1,7
285,98,1,7
286,98,1,7
287,99,2,5
288,99,2,5
289,99,2,5
290,100,9,1
291,100,9,1
292,100,9,1
293,101,5,4
294,101,5,4
295,101,5,4
296,102,5,2
297,102,5,2
298,102,5,2
299,103,6,1
300,103,6,1
301,103,6,1
302,104,1,10
