"ID","ID_Location","Outer_Fold","Inner_Fold"
1,1,9,2
2,1,9,2
3,1,9,2
4,2,4,6
5,2,4,6
6,2,4,6
10,4,8,3
11,4,8,3
12,4,8,3
13,5,9,10
14,5,9,10
15,5,9,10
16,6,4,2
17,6,4,2
18,6,4,2
19,7,1,10
20,7,1,10
21,7,1,10
22,8,3,9
23,8,3,9
24,8,3,9
25,9,10,5
26,9,10,5
27,9,10,5
28,10,1,7
29,10,1,7
30,10,1,7
31,11,6,4
32,11,6,4
33,11,6,4
34,12,7,10
35,12,7,10
36,12,7,10
37,13,3,10
38,13,3,10
39,13,3,10
40,14,7,4
41,14,7,4
42,14,7,4
43,15,6,7
44,15,6,7
45,15,6,7
46,16,7,8
47,16,7,8
48,16,7,8
49,17,10,2
50,17,10,2
51,17,10,2
52,18,9,2
53,18,9,2
54,18,9,2
55,19,4,2
56,19,4,2
57,19,4,2
58,20,1,1
59,20,1,1
60,20,1,1
61,21,4,3
62,21,4,3
63,21,4,3
64,22,8,2
65,22,8,2
66,22,8,2
67,23,1,2
68,23,1,2
69,23,1,2
70,24,3,4
71,24,3,4
72,24,3,4
73,25,3,3
74,25,3,3
75,25,3,3
76,26,7,2
77,26,7,2
78,26,7,2
79,27,6,2
80,27,6,2
81,27,6,2
82,28,3,8
83,28,3,8
84,28,3,8
85,29,2,1
86,29,2,1
87,29,2,1
88,30,4,4
89,30,4,4
90,30,4,4
91,31,9,7
92,31,9,7
93,31,9,7
94,32,7,4
95,32,7,4
96,32,7,4
100,34,9,9
101,34,9,9
102,34,9,9
103,35,4,5
104,35,4,5
105,35,4,5
106,36,3,9
107,36,3,9
108,36,3,9
112,38,8,1
113,38,8,1
114,38,8,1
115,39,3,4
116,39,3,4
117,39,3,4
121,41,3,6
122,41,3,6
123,42,6,7
124,42,6,7
125,42,6,7
126,43,4,9
127,43,4,9
128,43,4,9
129,44,6,8
130,44,6,8
131,44,6,8
132,45,7,10
133,45,7,10
134,45,7,10
135,46,4,6
136,46,4,6
137,46,4,6
138,47,1,4
139,47,1,4
140,47,1,4
141,48,9,9
142,48,9,9
143,48,9,9
144,49,2,2
145,49,2,2
146,49,2,2
147,50,6,10
148,50,6,10
149,50,6,10
150,51,3,7
151,51,3,7
152,51,3,7
153,52,1,2
154,52,1,2
155,52,1,2
156,53,10,8
157,53,10,8
158,53,10,8
159,54,7,1
160,54,7,1
161,54,7,1
162,55,10,2
163,55,10,2
164,55,10,2
168,57,8,6
169,57,8,6
170,57,8,6
171,58,1,1
172,58,1,1
173,59,7,5
174,59,7,5
175,59,7,5
176,60,1,10
177,60,1,10
178,60,1,10
182,62,4,6
183,62,4,6
184,62,4,6
185,63,10,9
186,63,10,9
187,63,10,9
188,64,6,3
189,64,6,3
190,64,6,3
191,65,6,3
192,65,6,3
193,65,6,3
194,66,4,3
195,66,4,3
196,66,4,3
197,67,6,5
198,67,6,5
199,68,10,3
200,68,10,3
201,68,10,3
202,69,6,4
203,69,6,4
204,69,6,4
205,70,4,4
206,70,4,4
207,70,4,4
208,71,9,2
209,71,9,2
210,72,9,1
211,72,9,1
212,72,9,1
213,73,9,5
214,73,9,5
215,73,9,5
216,74,10,9
217,74,10,9
218,74,10,9
219,75,7,10
220,75,7,10
221,76,4,3
222,76,4,3
223,76,4,3
224,77,3,6
225,77,3,6
226,77,3,6
230,79,7,8
231,79,7,8
232,80,8,9
233,80,8,9
234,80,8,9
235,81,2,8
236,81,2,8
237,81,2,8
238,82,2,2
239,82,2,2
240,82,2,2
241,83,9,8
242,83,9,8
243,83,9,8
244,84,10,3
245,84,10,3
246,84,10,3
253,87,8,1
254,87,8,1
255,87,8,1
256,88,2,9
257,88,2,9
258,88,2,9
259,89,10,5
260,89,10,5
261,89,10,5
262,90,10,6
263,90,10,6
264,90,10,6
265,91,1,1
266,91,1,1
267,92,1,7
268,92,1,7
269,93,10,6
270,93,10,6
271,93,10,6
272,94,8,3
273,94,8,3
274,94,8,3
275,95,4,8
276,95,4,8
277,95,4,8
278,96,2,6
279,96,2,6
280,96,2,6
281,97,7,7
282,97,7,7
283,97,7,7
284,98,1,4
285,98,1,4
286,98,1,4
287,99,2,10
288,99,2,10
289,99,2,10
290,100,9,8
291,100,9,8
292,100,9,8
299,103,6,8
300,103,6,8
301,103,6,8
302,104,1,3
303,104,1,3
304,104,1,3
305,105,8,8
306,105,8,8
