"ID","ID_Location","Outer_Fold","Inner_Fold"
1,1,9,5
2,1,9,5
3,1,9,5
4,2,4,7
5,2,4,7
6,2,4,7
7,3,5,4
8,3,5,4
9,3,5,4
10,4,8,5
11,4,8,5
12,4,8,5
13,5,9,5
14,5,9,5
15,5,9,5
16,6,4,6
17,6,4,6
18,6,4,6
22,8,3,4
23,8,3,4
24,8,3,4
25,9,10,3
26,9,10,3
27,9,10,3
31,11,6,4
32,11,6,4
33,11,6,4
34,12,7,1
35,12,7,1
36,12,7,1
37,13,3,3
38,13,3,3
39,13,3,3
40,14,7,1
41,14,7,1
42,14,7,1
43,15,6,10
44,15,6,10
45,15,6,10
46,16,7,4
47,16,7,4
48,16,7,4
49,17,10,10
50,17,10,10
51,17,10,10
52,18,9,2
53,18,9,2
54,18,9,2
55,19,4,8
56,19,4,8
57,19,4,8
61,21,4,6
62,21,4,6
63,21,4,6
64,22,8,10
65,22,8,10
66,22,8,10
70,24,3,9
71,24,3,9
72,24,3,9
73,25,3,8
74,25,3,8
75,25,3,8
76,26,7,7
77,26,7,7
78,26,7,7
79,27,6,6
80,27,6,6
81,27,6,6
82,28,3,10
83,28,3,10
84,28,3,10
85,29,2,10
86,29,2,10
87,29,2,10
88,30,4,3
89,30,4,3
90,30,4,3
91,31,9,7
92,31,9,7
93,31,9,7
94,32,7,5
95,32,7,5
96,32,7,5
97,33,5,4
98,33,5,4
99,33,5,4
100,34,9,10
101,34,9,10
102,34,9,10
103,35,4,4
104,35,4,4
105,35,4,4
106,36,3,1
107,36,3,1
108,36,3,1
109,37,5,10
110,37,5,10
111,37,5,10
112,38,8,6
113,38,8,6
114,38,8,6
115,39,3,1
116,39,3,1
117,39,3,1
118,40,5,6
119,40,5,6
120,40,5,6
121,41,3,6
122,41,3,6
123,42,6,2
124,42,6,2
125,42,6,2
126,43,4,7
127,43,4,7
128,43,4,7
129,44,6,5
130,44,6,5
131,44,6,5
132,45,7,8
133,45,7,8
134,45,7,8
135,46,4,5
136,46,4,5
137,46,4,5
141,48,9,3
142,48,9,3
143,48,9,3
144,49,2,5
145,49,2,5
146,49,2,5
147,50,6,3
148,50,6,3
149,50,6,3
150,51,3,1
151,51,3,1
152,51,3,1
156,53,10,7
157,53,10,7
158,53,10,7
159,54,7,9
160,54,7,9
161,54,7,9
162,55,10,2
163,55,10,2
164,55,10,2
165,56,5,2
166,56,5,2
167,56,5,2
168,57,8,1
169,57,8,1
170,57,8,1
173,59,7,4
174,59,7,4
175,59,7,4
179,61,5,1
180,61,5,1
181,61,5,1
182,62,4,5
183,62,4,5
184,62,4,5
185,63,10,4
186,63,10,4
187,63,10,4
188,64,6,6
189,64,6,6
190,64,6,6
191,65,6,2
192,65,6,2
193,65,6,2
194,66,4,10
195,66,4,10
196,66,4,10
197,67,6,6
198,67,6,6
199,68,10,8
200,68,10,8
201,68,10,8
202,69,6,1
203,69,6,1
204,69,6,1
205,70,4,6
206,70,4,6
207,70,4,6
208,71,9,10
209,71,9,10
210,72,9,2
211,72,9,2
212,72,9,2
213,73,9,7
214,73,9,7
215,73,9,7
216,74,10,5
217,74,10,5
218,74,10,5
219,75,7,8
220,75,7,8
221,76,4,3
222,76,4,3
223,76,4,3
224,77,3,3
225,77,3,3
226,77,3,3
227,78,5,3
228,78,5,3
229,78,5,3
230,79,7,5
231,79,7,5
232,80,8,3
233,80,8,3
234,80,8,3
235,81,2,4
236,81,2,4
237,81,2,4
238,82,2,2
239,82,2,2
240,82,2,2
241,83,9,6
242,83,9,6
243,83,9,6
244,84,10,9
245,84,10,9
246,84,10,9
247,85,5,4
248,85,5,4
249,85,5,4
250,86,5,4
251,86,5,4
252,86,5,4
253,87,8,3
254,87,8,3
255,87,8,3
256,88,2,10
257,88,2,10
258,88,2,10
259,89,10,3
260,89,10,3
261,89,10,3
262,90,10,4
263,90,10,4
264,90,10,4
269,93,10,7
270,93,10,7
271,93,10,7
272,94,8,7
273,94,8,7
274,94,8,7
275,95,4,7
276,95,4,7
277,95,4,7
278,96,2,10
279,96,2,10
280,96,2,10
281,97,7,3
282,97,7,3
283,97,7,3
287,99,2,6
288,99,2,6
289,99,2,6
290,100,9,7
291,100,9,7
292,100,9,7
293,101,5,10
294,101,5,10
295,101,5,10
296,102,5,2
297,102,5,2
298,102,5,2
299,103,6,8
300,103,6,8
301,103,6,8
305,105,8,9
306,105,8,9
307,105,8,9
308,106,6,6
309,106,6,6
310,106,6,6
311,107,8,8
312,107,8,8
313,107,8,8
314,108,6,7
315,108,6,7
316,108,6,7
317,109,4,4
318,109,4,4
319,109,4,4
320,110,7,9
321,110,7,9
322,110,7,9
323,111,6,6
324,111,6,6
325,111,6,6
326,112,4,5
327,112,4,5
328,112,4,5
329,113,10,9
330,113,10,9
331,113,10,9
332,114,4,4
333,114,4,4
334,115,3,5
335,115,3,5
336,115,3,5
337,116,4,5
338,116,4,5
339,116,4,5
340,117,3,3
341,117,3,3
342,117,3,3
343,118,7,8
344,118,7,8
345,118,7,8
346,119,3,9
347,119,3,9
348,119,3,9
349,120,2,2
350,120,2,2
351,121,2,5
352,121,2,5
353,121,2,5
354,122,4,6
355,122,4,6
356,122,4,6
357,123,5,7
358,123,5,7
359,123,5,7
360,124,10,8
361,124,10,8
362,125,9,2
363,125,9,2
364,125,9,2
365,126,7,3
366,126,7,3
367,126,7,3
368,127,7,7
369,127,7,7
370,127,7,7
371,128,5,9
372,128,5,9
373,128,5,9
374,129,5,6
375,129,5,6
376,129,5,6
377,130,5,8
378,130,5,8
379,130,5,8
380,131,3,1
381,131,3,1
382,131,3,1
383,132,2,8
384,132,2,8
388,134,10,2
389,134,10,2
390,134,10,2
391,135,8,1
392,135,8,1
393,135,8,1
394,136,7,3
395,136,7,3
396,136,7,3
397,137,7,4
398,137,7,4
399,137,7,4
402,139,6,4
403,139,6,4
404,139,6,4
408,141,4,1
409,141,4,1
410,142,2,9
411,142,2,9
412,142,2,9
413,143,8,9
414,143,8,9
415,143,8,9
416,144,8,8
417,144,8,8
418,144,8,8
419,145,3,5
420,145,3,5
421,145,3,5
422,146,5,10
423,146,5,10
424,146,5,10
425,147,8,7
426,147,8,7
427,147,8,7
428,148,10,2
429,148,10,2
430,148,10,2
431,149,4,2
432,149,4,2
433,149,4,2
434,150,6,9
435,150,6,9
436,150,6,9
437,151,3,5
438,151,3,5
439,151,3,5
440,152,6,8
441,152,6,8
442,152,6,8
443,153,2,6
444,153,2,6
445,153,2,6
446,154,8,7
447,154,8,7
448,154,8,7
452,156,9,9
453,156,9,9
454,156,9,9
455,157,2,1
456,157,2,1
457,158,9,9
458,158,9,9
459,158,9,9
460,159,4,3
461,159,4,3
462,159,4,3
466,161,4,6
467,161,4,6
468,161,4,6
469,162,8,5
470,162,8,5
471,162,8,5
472,163,2,6
473,163,2,6
474,163,2,6
475,164,2,6
476,164,2,6
477,164,2,6
478,165,6,4
479,165,6,4
480,165,6,4
484,167,9,1
485,167,9,1
486,167,9,1
487,168,9,1
488,168,9,1
489,168,9,1
490,169,9,1
491,169,9,1
492,169,9,1
493,170,10,9
494,170,10,9
495,170,10,9
