"ID","ID_Location","Outer_Fold","Inner_Fold"
1,1,9,8
2,1,9,8
3,1,9,8
4,2,4,10
5,2,4,10
6,2,4,10
7,3,5,2
8,3,5,2
9,3,5,2
13,5,9,1
14,5,9,1
15,5,9,1
16,6,4,2
17,6,4,2
18,6,4,2
19,7,1,7
20,7,1,7
21,7,1,7
22,8,3,9
23,8,3,9
24,8,3,9
25,9,10,8
26,9,10,8
27,9,10,8
28,10,1,8
29,10,1,8
30,10,1,8
31,11,6,4
32,11,6,4
33,11,6,4
34,12,7,9
35,12,7,9
36,12,7,9
37,13,3,3
38,13,3,3
39,13,3,3
40,14,7,3
41,14,7,3
42,14,7,3
43,15,6,7
44,15,6,7
45,15,6,7
46,16,7,4
47,16,7,4
48,16,7,4
49,17,10,9
50,17,10,9
51,17,10,9
52,18,9,3
53,18,9,3
54,18,9,3
55,19,4,5
56,19,4,5
57,19,4,5
58,20,1,10
59,20,1,10
60,20,1,10
61,21,4,7
62,21,4,7
63,21,4,7
67,23,1,8
68,23,1,8
69,23,1,8
70,24,3,3
71,24,3,3
72,24,3,3
73,25,3,4
74,25,3,4
75,25,3,4
76,26,7,7
77,26,7,7
78,26,7,7
79,27,6,1
80,27,6,1
81,27,6,1
82,28,3,4
83,28,3,4
84,28,3,4
85,29,2,1
86,29,2,1
87,29,2,1
88,30,4,1
89,30,4,1
90,30,4,1
91,31,9,6
92,31,9,6
93,31,9,6
94,32,7,2
95,32,7,2
96,32,7,2
97,33,5,4
98,33,5,4
99,33,5,4
100,34,9,8
101,34,9,8
102,34,9,8
103,35,4,8
104,35,4,8
105,35,4,8
106,36,3,4
107,36,3,4
108,36,3,4
109,37,5,7
110,37,5,7
111,37,5,7
115,39,3,9
116,39,3,9
117,39,3,9
118,40,5,6
119,40,5,6
120,40,5,6
121,41,3,5
122,41,3,5
123,42,6,10
124,42,6,10
125,42,6,10
126,43,4,6
127,43,4,6
128,43,4,6
129,44,6,5
130,44,6,5
131,44,6,5
132,45,7,9
133,45,7,9
134,45,7,9
135,46,4,2
136,46,4,2
137,46,4,2
138,47,1,1
139,47,1,1
140,47,1,1
141,48,9,10
142,48,9,10
143,48,9,10
144,49,2,6
145,49,2,6
146,49,2,6
147,50,6,6
148,50,6,6
149,50,6,6
150,51,3,10
151,51,3,10
152,51,3,10
153,52,1,9
154,52,1,9
155,52,1,9
156,53,10,10
157,53,10,10
158,53,10,10
159,54,7,5
160,54,7,5
161,54,7,5
162,55,10,9
163,55,10,9
164,55,10,9
165,56,5,8
166,56,5,8
167,56,5,8
171,58,1,10
172,58,1,10
173,59,7,10
174,59,7,10
175,59,7,10
176,60,1,2
177,60,1,2
178,60,1,2
179,61,5,4
180,61,5,4
181,61,5,4
182,62,4,8
183,62,4,8
184,62,4,8
185,63,10,6
186,63,10,6
187,63,10,6
188,64,6,1
189,64,6,1
190,64,6,1
191,65,6,5
192,65,6,5
193,65,6,5
194,66,4,8
195,66,4,8
196,66,4,8
197,67,6,3
198,67,6,3
199,68,10,2
200,68,10,2
201,68,10,2
202,69,6,9
203,69,6,9
204,69,6,9
205,70,4,3
206,70,4,3
207,70,4,3
208,71,9,10
209,71,9,10
210,72,9,10
211,72,9,10
212,72,9,10
213,73,9,6
214,73,9,6
215,73,9,6
216,74,10,1
217,74,10,1
218,74,10,1
219,75,7,9
220,75,7,9
221,76,4,2
222,76,4,2
223,76,4,2
224,77,3,1
225,77,3,1
226,77,3,1
227,78,5,2
228,78,5,2
229,78,5,2
230,79,7,4
231,79,7,4
235,81,2,3
236,81,2,3
237,81,2,3
238,82,2,4
239,82,2,4
240,82,2,4
241,83,9,5
242,83,9,5
243,83,9,5
244,84,10,5
245,84,10,5
246,84,10,5
247,85,5,3
248,85,5,3
249,85,5,3
250,86,5,6
251,86,5,6
252,86,5,6
256,88,2,5
257,88,2,5
258,88,2,5
259,89,10,10
260,89,10,10
261,89,10,10
262,90,10,7
263,90,10,7
264,90,10,7
265,91,1,10
266,91,1,10
267,92,1,8
268,92,1,8
269,93,10,2
270,93,10,2
271,93,10,2
275,95,4,7
276,95,4,7
277,95,4,7
278,96,2,7
279,96,2,7
280,96,2,7
281,97,7,2
282,97,7,2
