"ID","ID_Location","Outer_Fold","Inner_Fold"
1,1,9,9
2,1,9,9
3,1,9,9
4,2,4,6
5,2,4,6
6,2,4,6
7,3,5,6
8,3,5,6
9,3,5,6
10,4,8,1
11,4,8,1
12,4,8,1
13,5,9,10
14,5,9,10
15,5,9,10
16,6,4,9
17,6,4,9
18,6,4,9
19,7,1,10
20,7,1,10
21,7,1,10
22,8,3,4
23,8,3,4
24,8,3,4
25,9,10,4
26,9,10,4
27,9,10,4
28,10,1,7
29,10,1,7
30,10,1,7
34,12,7,3
35,12,7,3
36,12,7,3
37,13,3,1
38,13,3,1
39,13,3,1
40,14,7,5
41,14,7,5
42,14,7,5
46,16,7,2
47,16,7,2
48,16,7,2
49,17,10,7
50,17,10,7
51,17,10,7
52,18,9,7
53,18,9,7
54,18,9,7
55,19,4,2
56,19,4,2
57,19,4,2
58,20,1,3
59,20,1,3
60,20,1,3
61,21,4,10
62,21,4,10
63,21,4,10
64,22,8,4
65,22,8,4
66,22,8,4
67,23,1,7
68,23,1,7
69,23,1,7
70,24,3,9
71,24,3,9
72,24,3,9
73,25,3,1
74,25,3,1
75,25,3,1
76,26,7,3
77,26,7,3
78,26,7,3
82,28,3,4
83,28,3,4
84,28,3,4
85,29,2,5
86,29,2,5
87,29,2,5
88,30,4,3
89,30,4,3
90,30,4,3
91,31,9,1
92,31,9,1
93,31,9,1
94,32,7,10
95,32,7,10
96,32,7,10
97,33,5,5
98,33,5,5
99,33,5,5
100,34,9,4
101,34,9,4
102,34,9,4
103,35,4,10
104,35,4,10
105,35,4,10
106,36,3,1
107,36,3,1
108,36,3,1
109,37,5,1
110,37,5,1
111,37,5,1
112,38,8,8
113,38,8,8
114,38,8,8
115,39,3,1
116,39,3,1
117,39,3,1
118,40,5,2
119,40,5,2
120,40,5,2
121,41,3,7
122,41,3,7
126,43,4,9
127,43,4,9
128,43,4,9
132,45,7,2
133,45,7,2
134,45,7,2
135,46,4,6
136,46,4,6
137,46,4,6
138,47,1,7
139,47,1,7
140,47,1,7
141,48,9,8
142,48,9,8
143,48,9,8
144,49,2,3
145,49,2,3
146,49,2,3
150,51,3,5
151,51,3,5
152,51,3,5
153,52,1,8
154,52,1,8
155,52,1,8
156,53,10,9
157,53,10,9
158,53,10,9
159,54,7,8
160,54,7,8
161,54,7,8
162,55,10,1
163,55,10,1
164,55,10,1
165,56,5,3
166,56,5,3
167,56,5,3
168,57,8,2
169,57,8,2
170,57,8,2
171,58,1,7
172,58,1,7
173,59,7,8
174,59,7,8
175,59,7,8
176,60,1,7
177,60,1,7
178,60,1,7
179,61,5,6
180,61,5,6
181,61,5,6
182,62,4,8
183,62,4,8
184,62,4,8
185,63,10,9
186,63,10,9
187,63,10,9
194,66,4,2
195,66,4,2
196,66,4,2
199,68,10,1
200,68,10,1
201,68,10,1
205,70,4,6
206,70,4,6
207,70,4,6
208,71,9,9
209,71,9,9
210,72,9,3
211,72,9,3
212,72,9,3
213,73,9,4
214,73,9,4
215,73,9,4
216,74,10,10
217,74,10,10
218,74,10,10
219,75,7,4
220,75,7,4
221,76,4,2
222,76,4,2
223,76,4,2
224,77,3,3
225,77,3,3
226,77,3,3
227,78,5,3
228,78,5,3
229,78,5,3
230,79,7,9
231,79,7,9
232,80,8,6
233,80,8,6
234,80,8,6
235,81,2,4
236,81,2,4
237,81,2,4
238,82,2,5
239,82,2,5
240,82,2,5
241,83,9,3
242,83,9,3
243,83,9,3
244,84,10,5
245,84,10,5
246,84,10,5
247,85,5,5
248,85,5,5
249,85,5,5
250,86,5,7
251,86,5,7
252,86,5,7
253,87,8,2
254,87,8,2
255,87,8,2
256,88,2,4
257,88,2,4
258,88,2,4
259,89,10,7
260,89,10,7
261,89,10,7
262,90,10,4
263,90,10,4
264,90,10,4
265,91,1,1
266,91,1,1
267,92,1,1
268,92,1,1
269,93,10,9
270,93,10,9
271,93,10,9
272,94,8,10
273,94,8,10
274,94,8,10
275,95,4,5
276,95,4,5
277,95,4,5
278,96,2,3
279,96,2,3
280,96,2,3
281,97,7,9
282,97,7,9
283,97,7,9
284,98,1,4
285,98,1,4
286,98,1,4
287,99,2,7
288,99,2,7
289,99,2,7
290,100,9,10
291,100,9,10
292,100,9,10
293,101,5,6
294,101,5,6
295,101,5,6
296,102,5,9
297,102,5,9
298,102,5,9
302,104,1,1
303,104,1,1
304,104,1,1
305,105,8,7
306,105,8,7
307,105,8,7
311,107,8,3
312,107,8,3
313,107,8,3
317,109,4,8
318,109,4,8
319,109,4,8
320,110,7,10
321,110,7,10
322,110,7,10
326,112,4,3
327,112,4,3
328,112,4,3
329,113,10,3
330,113,10,3
331,113,10,3
332,114,4,4
333,114,4,4
334,115,3,10
335,115,3,10
336,115,3,10
337,116,4,6
338,116,4,6
339,116,4,6
340,117,3,6
341,117,3,6
342,117,3,6
343,118,7,4
344,118,7,4
345,118,7,4
346,119,3,10
347,119,3,10
348,119,3,10
349,120,2,6
350,120,2,6
351,121,2,2
352,121,2,2
353,121,2,2
354,122,4,5
355,122,4,5
356,122,4,5
357,123,5,2
358,123,5,2
359,123,5,2
360,124,10,10
361,124,10,10
362,125,9,7
363,125,9,7
364,125,9,7
365,126,7,4
366,126,7,4
367,126,7,4
368,127,7,10
369,127,7,10
370,127,7,10
371,128,5,9
372,128,5,9
373,128,5,9
374,129,5,1
375,129,5,1
376,129,5,1
377,130,5,3
378,130,5,3
379,130,5,3
380,131,3,5
381,131,3,5
382,131,3,5
383,132,2,2
384,132,2,2
385,133,1,10
386,133,1,10
387,133,1,10
388,134,10,5
389,134,10,5
390,134,10,5
391,135,8,5
392,135,8,5
393,135,8,5
394,136,7,2
395,136,7,2
396,136,7,2
397,137,7,6
398,137,7,6
399,137,7,6
400,138,1,9
401,138,1,9
405,140,1,4
406,140,1,4
407,140,1,4
408,141,4,8
409,141,4,8
410,142,2,2
411,142,2,2
412,142,2,2
413,143,8,1
414,143,8,1
415,143,8,1
416,144,8,3
417,144,8,3
418,144,8,3
419,145,3,2
420,145,3,2
421,145,3,2
422,146,5,8
423,146,5,8
424,146,5,8
425,147,8,3
426,147,8,3
427,147,8,3
428,148,10,9
429,148,10,9
430,148,10,9
431,149,4,8
432,149,4,8
433,149,4,8
437,151,3,1
438,151,3,1
439,151,3,1
443,153,2,7
444,153,2,7
445,153,2,7
446,154,8,3
447,154,8,3
448,154,8,3
449,155,1,7
450,155,1,7
451,155,1,7
452,156,9,6
453,156,9,6
454,156,9,6
455,157,2,9
456,157,2,9
457,158,9,7
458,158,9,7
459,158,9,7
460,159,4,9
461,159,4,9
462,159,4,9
463,160,1,9
464,160,1,9
465,160,1,9
466,161,4,8
467,161,4,8
468,161,4,8
469,162,8,6
470,162,8,6
471,162,8,6
472,163,2,5
473,163,2,5
474,163,2,5
475,164,2,2
476,164,2,2
477,164,2,2
481,166,1,10
482,166,1,10
483,166,1,10
484,167,9,8
485,167,9,8
486,167,9,8
487,168,9,2
488,168,9,2
489,168,9,2
490,169,9,7
491,169,9,7
492,169,9,7
493,170,10,6
494,170,10,6
495,170,10,6
496,171,4,6
497,171,4,6
498,171,4,6
502,173,1,5
503,173,1,5
504,173,1,5
505,174,5,4
506,174,5,4
507,174,5,4
511,176,10,5
512,176,10,5
513,176,10,5
514,177,7,1
515,177,7,1
516,177,7,1
517,178,3,1
518,178,3,1
519,179,10,9
520,179,10,9
521,179,10,9
522,180,1,2
523,180,1,2
524,180,1,2
525,181,10,10
526,181,10,10
527,182,10,1
528,182,10,1
529,182,10,1
530,183,8,5
531,183,8,5
532,183,8,5
533,184,2,1
534,184,2,1
535,184,2,1
536,185,9,2
537,185,9,2
538,185,9,2
539,186,1,1
540,186,1,1
541,186,1,1
545,188,8,10
546,188,8,10
547,188,8,10
548,189,1,7
549,189,1,7
550,189,1,7
551,190,1,3
552,190,1,3
553,190,1,3
554,191,7,5
555,191,7,5
556,191,7,5
557,192,2,8
558,192,2,8
559,192,2,8
560,193,8,6
561,193,8,6
562,194,7,5
563,194,7,5
564,194,7,5
565,195,8,7
566,195,8,7
567,195,8,7
568,196,5,9
569,196,5,9
570,196,5,9
571,197,7,6
572,197,7,6
573,197,7,6
574,198,9,1
575,198,9,1
576,198,9,1
577,199,2,4
578,199,2,4
579,199,2,4
580,200,2,9
581,200,2,9
582,200,2,9
583,201,10,5
584,201,10,5
585,201,10,5
589,203,5,8
590,203,5,8
591,203,5,8
592,204,10,8
593,204,10,8
594,204,10,8
595,205,1,1
596,205,1,1
597,205,1,1
598,206,3,1
599,206,3,1
600,206,3,1
601,207,4,5
602,207,4,5
603,207,4,5
604,208,1,9
605,208,1,9
606,208,1,9
607,209,5,6
608,209,5,6
609,209,5,6
610,210,4,2
611,210,4,2
612,210,4,2
613,211,8,4
614,211,8,4
615,211,8,4
616,212,3,4
617,212,3,4
618,212,3,4
619,213,9,2
620,213,9,2
621,213,9,2
622,214,3,10
623,214,3,10
624,214,3,10
625,215,7,9
626,215,7,9
627,215,7,9
628,216,2,6
629,216,2,6
630,216,2,6
631,217,8,4
632,217,8,4
633,217,8,4
634,218,5,10
635,218,5,10
636,218,5,10
640,220,7,5
641,220,7,5
642,220,7,5
643,221,3,6
644,221,3,6
645,221,3,6
646,222,8,8
647,222,8,8
648,222,8,8
649,223,8,6
650,223,8,6
651,224,7,3
652,224,7,3
653,224,7,3
654,225,3,3
655,225,3,3
656,225,3,3
657,226,2,2
658,226,2,2
659,226,2,2
660,227,9,8
661,227,9,8
662,227,9,8
663,228,3,6
664,228,3,6
665,228,3,6
666,229,5,4
667,229,5,4
668,229,5,4
669,230,3,9
670,230,3,9
671,230,3,9
672,231,5,8
673,231,5,8
674,231,5,8
675,232,5,10
676,232,5,10
677,232,5,10
678,233,8,10
679,233,8,10
680,233,8,10
681,234,3,7
682,234,3,7
683,234,3,7
684,235,2,8
685,235,2,8
686,235,2,8
687,236,1,10
688,236,1,10
689,236,1,10
690,237,7,4
691,237,7,4
692,237,7,4
696,239,4,8
697,239,4,8
698,239,4,8
699,240,9,8
700,240,9,8
701,240,9,8
705,242,10,5
706,242,10,5
707,242,10,5
708,243,2,5
709,243,2,5
710,243,2,5
711,244,1,9
712,244,1,9
713,244,1,9
714,245,2,5
715,245,2,5
716,245,2,5
717,246,2,8
718,246,2,8
719,246,2,8
720,247,10,3
721,247,10,3
722,247,10,3
723,248,2,7
724,248,2,7
725,248,2,7
726,249,3,10
727,249,3,10
728,249,3,10
729,250,10,8
730,250,10,8
731,250,10,8
732,251,7,10
733,251,7,10
734,251,7,10
737,253,8,6
738,253,8,6
739,253,8,6
740,254,8,3
741,254,8,3
742,254,8,3
