"ID","ID_Location","Outer_Fold","Inner_Fold"
1,1,9,7
2,1,9,7
3,1,9,7
4,2,4,3
5,2,4,3
6,2,4,3
7,3,5,9
8,3,5,9
9,3,5,9
10,4,8,8
11,4,8,8
12,4,8,8
13,5,9,5
14,5,9,5
15,5,9,5
16,6,4,1
17,6,4,1
18,6,4,1
19,7,1,6
20,7,1,6
21,7,1,6
22,8,3,7
23,8,3,7
24,8,3,7
25,9,10,8
26,9,10,8
27,9,10,8
28,10,1,1
29,10,1,1
30,10,1,1
31,11,6,10
32,11,6,10
33,11,6,10
37,13,3,2
38,13,3,2
39,13,3,2
43,15,6,5
44,15,6,5
45,15,6,5
49,17,10,10
50,17,10,10
51,17,10,10
52,18,9,3
53,18,9,3
54,18,9,3
55,19,4,7
56,19,4,7
57,19,4,7
58,20,1,10
59,20,1,10
60,20,1,10
61,21,4,3
62,21,4,3
63,21,4,3
64,22,8,7
65,22,8,7
66,22,8,7
67,23,1,3
68,23,1,3
69,23,1,3
70,24,3,7
71,24,3,7
72,24,3,7
73,25,3,3
74,25,3,3
75,25,3,3
79,27,6,4
80,27,6,4
81,27,6,4
82,28,3,5
83,28,3,5
84,28,3,5
85,29,2,7
86,29,2,7
87,29,2,7
88,30,4,7
89,30,4,7
90,30,4,7
91,31,9,4
92,31,9,4
93,31,9,4
97,33,5,5
98,33,5,5
99,33,5,5
100,34,9,6
101,34,9,6
102,34,9,6
103,35,4,10
104,35,4,10
105,35,4,10
106,36,3,10
107,36,3,10
108,36,3,10
109,37,5,6
110,37,5,6
111,37,5,6
112,38,8,3
113,38,8,3
114,38,8,3
115,39,3,5
116,39,3,5
117,39,3,5
118,40,5,9
119,40,5,9
120,40,5,9
121,41,3,9
122,41,3,9
123,42,6,3
124,42,6,3
125,42,6,3
126,43,4,5
127,43,4,5
128,43,4,5
129,44,6,3
130,44,6,3
131,44,6,3
135,46,4,9
136,46,4,9
137,46,4,9
138,47,1,4
139,47,1,4
140,47,1,4
141,48,9,2
142,48,9,2
143,48,9,2
144,49,2,1
145,49,2,1
146,49,2,1
147,50,6,3
148,50,6,3
149,50,6,3
150,51,3,9
151,51,3,9
152,51,3,9
153,52,1,5
154,52,1,5
155,52,1,5
156,53,10,4
157,53,10,4
158,53,10,4
162,55,10,7
163,55,10,7
164,55,10,7
165,56,5,9
166,56,5,9
167,56,5,9
168,57,8,9
169,57,8,9
170,57,8,9
171,58,1,5
172,58,1,5
176,60,1,10
177,60,1,10
178,60,1,10
179,61,5,6
180,61,5,6
181,61,5,6
182,62,4,8
183,62,4,8
184,62,4,8
185,63,10,7
186,63,10,7
187,63,10,7
188,64,6,4
189,64,6,4
190,64,6,4
191,65,6,5
192,65,6,5
193,65,6,5
194,66,4,8
195,66,4,8
196,66,4,8
197,67,6,1
198,67,6,1
199,68,10,1
200,68,10,1
201,68,10,1
202,69,6,9
203,69,6,9
204,69,6,9
205,70,4,6
206,70,4,6
207,70,4,6
208,71,9,6
209,71,9,6
210,72,9,2
211,72,9,2
212,72,9,2
213,73,9,9
214,73,9,9
215,73,9,9
216,74,10,7
217,74,10,7
218,74,10,7
221,76,4,8
222,76,4,8
223,76,4,8
224,77,3,5
225,77,3,5
226,77,3,5
227,78,5,9
228,78,5,9
229,78,5,9
232,80,8,8
233,80,8,8
234,80,8,8
235,81,2,8
236,81,2,8
237,81,2,8
238,82,2,6
239,82,2,6
240,82,2,6
241,83,9,3
242,83,9,3
243,83,9,3
244,84,10,4
245,84,10,4
246,84,10,4
247,85,5,1
248,85,5,1
249,85,5,1
250,86,5,4
251,86,5,4
252,86,5,4
253,87,8,9
254,87,8,9
255,87,8,9
256,88,2,8
257,88,2,8
258,88,2,8
259,89,10,6
260,89,10,6
261,89,10,6
262,90,10,8
263,90,10,8
264,90,10,8
265,91,1,2
266,91,1,2
267,92,1,1
268,92,1,1
269,93,10,6
270,93,10,6
271,93,10,6
272,94,8,2
273,94,8,2
274,94,8,2
275,95,4,9
276,95,4,9
277,95,4,9
278,96,2,9
279,96,2,9
280,96,2,9
284,98,1,2
285,98,1,2
286,98,1,2
287,99,2,10
288,99,2,10
289,99,2,10
290,100,9,1
291,100,9,1
292,100,9,1
293,101,5,5
294,101,5,5
295,101,5,5
296,102,5,1
297,102,5,1
298,102,5,1
299,103,6,1
300,103,6,1
301,103,6,1
302,104,1,2
303,104,1,2
304,104,1,2
305,105,8,2
306,105,8,2
307,105,8,2
308,106,6,3
309,106,6,3
310,106,6,3
311,107,8,6
312,107,8,6
313,107,8,6
314,108,6,9
315,108,6,9
316,108,6,9
317,109,4,10
318,109,4,10
319,109,4,10
323,111,6,9
324,111,6,9
325,111,6,9
326,112,4,2
327,112,4,2
328,112,4,2
329,113,10,1
330,113,10,1
331,113,10,1
332,114,4,10
333,114,4,10
334,115,3,10
335,115,3,10
336,115,3,10
337,116,4,7
338,116,4,7
339,116,4,7
340,117,3,9
341,117,3,9
342,117,3,9
346,119,3,6
347,119,3,6
348,119,3,6
349,120,2,1
350,120,2,1
351,121,2,7
352,121,2,7
353,121,2,7
354,122,4,3
355,122,4,3
356,122,4,3
357,123,5,4
358,123,5,4
359,123,5,4
360,124,10,7
361,124,10,7
362,125,9,10
363,125,9,10
364,125,9,10
371,128,5,1
372,128,5,1
373,128,5,1
374,129,5,5
375,129,5,5
376,129,5,5
377,130,5,7
378,130,5,7
379,130,5,7
380,131,3,7
381,131,3,7
382,131,3,7
383,132,2,8
384,132,2,8
385,133,1,1
386,133,1,1
387,133,1,1
388,134,10,4
389,134,10,4
390,134,10,4
391,135,8,6
392,135,8,6
393,135,8,6
400,138,1,4
401,138,1,4
402,139,6,10
403,139,6,10
404,139,6,10
405,140,1,10
406,140,1,10
407,140,1,10
408,141,4,3
409,141,4,3
410,142,2,1
411,142,2,1
412,142,2,1
413,143,8,4
414,143,8,4
415,143,8,4
416,144,8,4
417,144,8,4
418,144,8,4
419,145,3,5
420,145,3,5
421,145,3,5
422,146,5,9
423,146,5,9
424,146,5,9
425,147,8,1
426,147,8,1
427,147,8,1
428,148,10,4
429,148,10,4
430,148,10,4
431,149,4,4
432,149,4,4
433,149,4,4
434,150,6,7
435,150,6,7
436,150,6,7
437,151,3,7
438,151,3,7
439,151,3,7
440,152,6,3
441,152,6,3
442,152,6,3
443,153,2,8
444,153,2,8
445,153,2,8
446,154,8,10
447,154,8,10
448,154,8,10
