SNV,SG,window_length,polyorder,deriv,bin_size,ST,ABS
False,True,7.0,2.0,2.0,15,1.3,True
False,True,7.0,2.0,2.0,15,1.3,False
False,True,7.0,2.0,2.0,15,1.4,True
False,True,7.0,2.0,2.0,15,1.4,False
False,True,13.0,1.0,1.0,15,0.9,True
False,True,13.0,1.0,1.0,15,0.9,False
False,True,13.0,1.0,1.0,15,1.0,True
False,True,13.0,1.0,1.0,15,1.0,False
False,True,13.0,1.0,1.0,15,1.1,True
False,True,13.0,1.0,1.0,15,1.1,False
False,True,13.0,1.0,1.0,15,1.2,True
False,True,13.0,1.0,1.0,15,1.2,False
False,True,13.0,1.0,1.0,15,1.3,True
False,True,13.0,1.0,1.0,15,1.3,False
False,True,13.0,1.0,1.0,15,1.4,True
False,True,13.0,1.0,1.0,15,1.4,False
False,True,13.0,2.0,1.0,15,0.9,True
False,True,13.0,2.0,1.0,15,0.9,False
False,True,13.0,2.0,1.0,15,1.0,True
False,True,13.0,2.0,1.0,15,1.0,False
False,True,13.0,2.0,1.0,15,1.1,True
False,True,13.0,2.0,1.0,15,1.1,False
False,True,13.0,2.0,1.0,15,1.2,True
False,True,13.0,2.0,1.0,15,1.2,False
False,True,13.0,2.0,1.0,15,1.3,True
False,True,13.0,2.0,1.0,15,1.3,False
False,True,13.0,2.0,1.0,15,1.4,True
False,True,13.0,2.0,1.0,15,1.4,False
False,True,13.0,2.0,2.0,15,0.9,True
False,True,13.0,2.0,2.0,15,0.9,False
False,True,13.0,2.0,2.0,15,1.0,True
False,True,13.0,2.0,2.0,15,1.0,False
False,True,13.0,2.0,2.0,15,1.1,True
False,True,13.0,2.0,2.0,15,1.1,False
False,True,13.0,2.0,2.0,15,1.2,True
False,True,13.0,2.0,2.0,15,1.2,False
False,True,13.0,2.0,2.0,15,1.3,True
False,True,13.0,2.0,2.0,15,1.3,False
False,True,13.0,2.0,2.0,15,1.4,True
False,True,13.0,2.0,2.0,15,1.4,False
False,True,3.0,1.0,1.0,20,0.9,True
False,True,3.0,1.0,1.0,20,0.9,False
False,True,3.0,1.0,1.0,20,1.0,True
False,True,3.0,1.0,1.0,20,1.0,False
False,True,3.0,1.0,1.0,20,1.1,True
False,True,3.0,1.0,1.0,20,1.1,False
False,True,3.0,1.0,1.0,20,1.2,True
False,True,3.0,1.0,1.0,20,1.2,False
False,True,3.0,1.0,1.0,20,1.3,True
False,True,3.0,1.0,1.0,20,1.3,False
False,True,3.0,1.0,1.0,20,1.4,True
False,True,3.0,1.0,1.0,20,1.4,False
False,True,3.0,2.0,1.0,20,0.9,True
False,True,3.0,2.0,1.0,20,0.9,False
False,True,3.0,2.0,1.0,20,1.0,True
False,True,3.0,2.0,1.0,20,1.0,False
False,True,3.0,2.0,1.0,20,1.1,True
False,True,3.0,2.0,1.0,20,1.1,False
False,True,3.0,2.0,1.0,20,1.2,True
False,True,3.0,2.0,1.0,20,1.2,False
False,True,3.0,2.0,1.0,20,1.3,True
False,True,3.0,2.0,1.0,20,1.3,False
False,True,3.0,2.0,1.0,20,1.4,True
False,True,3.0,2.0,1.0,20,1.4,False
False,True,3.0,2.0,2.0,20,0.9,True
False,True,3.0,2.0,2.0,20,0.9,False
False,True,3.0,2.0,2.0,20,1.0,True
False,True,3.0,2.0,2.0,20,1.0,False
False,True,3.0,2.0,2.0,20,1.1,True
False,True,3.0,2.0,2.0,20,1.1,False
False,True,3.0,2.0,2.0,20,1.2,True
False,True,3.0,2.0,2.0,20,1.2,False
False,True,3.0,2.0,2.0,20,1.3,True
False,True,3.0,2.0,2.0,20,1.3,False
False,True,3.0,2.0,2.0,20,1.4,True
False,True,3.0,2.0,2.0,20,1.4,False
False,True,7.0,1.0,1.0,20,0.9,True
False,True,7.0,1.0,1.0,20,0.9,False
False,True,7.0,1.0,1.0,20,1.0,True
False,True,7.0,1.0,1.0,20,1.0,False
False,True,7.0,1.0,1.0,20,1.1,True
False,True,7.0,1.0,1.0,20,1.1,False
False,True,7.0,1.0,1.0,20,1.2,True
False,True,7.0,1.0,1.0,20,1.2,False
False,True,7.0,1.0,1.0,20,1.3,True
False,True,7.0,1.0,1.0,20,1.3,False
False,True,7.0,1.0,1.0,20,1.4,True
False,True,7.0,1.0,1.0,20,1.4,False
False,True,7.0,2.0,1.0,20,0.9,True
False,True,7.0,2.0,1.0,20,0.9,False
False,True,7.0,2.0,1.0,20,1.0,True
False,True,7.0,2.0,1.0,20,1.0,False
False,True,7.0,2.0,1.0,20,1.1,True
False,True,7.0,2.0,1.0,20,1.1,False
False,True,7.0,2.0,1.0,20,1.2,True
False,True,7.0,2.0,1.0,20,1.2,False
False,True,7.0,2.0,1.0,20,1.3,True
False,True,7.0,2.0,1.0,20,1.3,False
False,True,7.0,2.0,1.0,20,1.4,True
False,True,7.0,2.0,1.0,20,1.4,False
False,True,7.0,2.0,2.0,20,0.9,True
False,True,7.0,2.0,2.0,20,0.9,False
False,True,7.0,2.0,2.0,20,1.0,True
False,True,7.0,2.0,2.0,20,1.0,False
False,True,7.0,2.0,2.0,20,1.1,True
False,True,7.0,2.0,2.0,20,1.1,False
False,True,7.0,2.0,2.0,20,1.2,True
False,True,7.0,2.0,2.0,20,1.2,False
False,True,7.0,2.0,2.0,20,1.3,True
False,True,7.0,2.0,2.0,20,1.3,False
False,True,7.0,2.0,2.0,20,1.4,True
False,True,7.0,2.0,2.0,20,1.4,False
False,True,13.0,1.0,1.0,20,0.9,True
False,True,13.0,1.0,1.0,20,0.9,False
False,True,13.0,1.0,1.0,20,1.0,True
False,True,13.0,1.0,1.0,20,1.0,False
False,True,13.0,1.0,1.0,20,1.1,True
False,True,13.0,1.0,1.0,20,1.1,False
False,True,13.0,1.0,1.0,20,1.2,True
False,True,13.0,1.0,1.0,20,1.2,False
False,True,13.0,1.0,1.0,20,1.3,True
False,True,13.0,1.0,1.0,20,1.3,False
False,True,13.0,1.0,1.0,20,1.4,True
False,True,13.0,1.0,1.0,20,1.4,False
False,True,13.0,2.0,1.0,20,0.9,True
False,True,13.0,2.0,1.0,20,0.9,False
False,True,13.0,2.0,1.0,20,1.0,True
False,True,13.0,2.0,1.0,20,1.0,False
False,True,13.0,2.0,1.0,20,1.1,True
False,True,13.0,2.0,1.0,20,1.1,False
False,True,13.0,2.0,1.0,20,1.2,True
False,True,13.0,2.0,1.0,20,1.2,False
False,True,13.0,2.0,1.0,20,1.3,True
False,True,13.0,2.0,1.0,20,1.3,False
False,True,13.0,2.0,1.0,20,1.4,True
False,True,13.0,2.0,1.0,20,1.4,False
False,True,13.0,2.0,2.0,20,0.9,True
False,True,13.0,2.0,2.0,20,0.9,False
False,True,13.0,2.0,2.0,20,1.0,True
False,True,13.0,2.0,2.0,20,1.0,False
False,True,13.0,2.0,2.0,20,1.1,True
False,True,13.0,2.0,2.0,20,1.1,False
False,True,13.0,2.0,2.0,20,1.2,True
False,True,13.0,2.0,2.0,20,1.2,False
False,True,13.0,2.0,2.0,20,1.3,True
False,True,13.0,2.0,2.0,20,1.3,False
False,True,13.0,2.0,2.0,20,1.4,True
False,True,13.0,2.0,2.0,20,1.4,False
False,False,,,,5,0.9,True
False,False,,,,5,0.9,False
False,False,,,,5,1.0,True
False,False,,,,5,1.0,False
False,False,,,,5,1.1,True
False,False,,,,5,1.1,False
False,False,,,,5,1.2,True
False,False,,,,5,1.2,False
False,False,,,,5,1.3,True
False,False,,,,5,1.3,False
False,False,,,,5,1.4,True
False,False,,,,5,1.4,False
False,False,,,,10,0.9,True
False,False,,,,10,0.9,False
False,False,,,,10,1.0,True
False,False,,,,10,1.0,False
False,False,,,,10,1.1,True
False,False,,,,10,1.1,False
False,False,,,,10,1.2,True
False,False,,,,10,1.2,False
False,False,,,,10,1.3,True
False,False,,,,10,1.3,False
False,False,,,,10,1.4,True
False,False,,,,10,1.4,False
False,False,,,,15,0.9,True
False,False,,,,15,0.9,False
False,False,,,,15,1.0,True
False,False,,,,15,1.0,False
False,False,,,,15,1.1,True
False,False,,,,15,1.1,False
False,False,,,,15,1.2,True
False,False,,,,15,1.2,False
False,False,,,,15,1.3,True
False,False,,,,15,1.3,False
False,False,,,,15,1.4,True
False,False,,,,15,1.4,False
False,False,,,,20,0.9,True
False,False,,,,20,0.9,False
False,False,,,,20,1.0,True
False,False,,,,20,1.0,False
False,False,,,,20,1.1,True
False,False,,,,20,1.1,False
False,False,,,,20,1.2,True
False,False,,,,20,1.2,False
False,False,,,,20,1.3,True
False,False,,,,20,1.3,False
False,False,,,,20,1.4,True
False,False,,,,20,1.4,False
